Период;ID должности;Табельный номер;Город;Должность;ФИО;Месяц;Регион;Федеральный округ;Месяцев_поиска
2023-03-01;1901;3102;Грозный;главный менеджер;Бобров Ж.;2023-03;Респ. Чеченская;СКФО;3
2023-04-01;1901;3102;Грозный;главный менеджер;Бобров Ж.;2023-04;Респ. Чеченская;СКФО;4
2023-05-01;1901;3102;Грозный;главный менеджер;Бобров Ж.;2023-05;Респ. Чеченская;СКФО;5
2023-01-01;1902;3103;Уссурийск;управляющий директор;Петров В.;2023-01;Приморский край;ДФО;1
2023-02-01;1902;3103;Уссурийск;управляющий директор;Петров В.;2023-02;Приморский край;ДФО;2
2023-03-01;1902;3103;Уссурийск;управляющий директор;Петров В.;2023-03;Приморский край;ДФО;3
2023-04-01;1902;3103;Уссурийск;управляющий директор;Петров В.;2023-04;Приморский край;ДФО;4
2023-05-01;1902;3103;Уссурийск;управляющий директор;Петров В.;2023-05;Приморский край;ДФО;5
2023-01-01;1903;3104;Петровск-Забайкальский;директор по работе с состоятельными клиентами;Бобров К.;2023-01;Забайкальский край;ДФО;1
2023-02-01;1903;3104;Петровск-Забайкальский;директор по работе с состоятельными клиентами;Бобров К.;2023-02;Забайкальский край;ДФО;2
2023-03-01;1903;3104;Петровск-Забайкальский;директор по работе с состоятельными клиентами;Бобров К.;2023-03;Забайкальский край;ДФО;3
2023-04-01;1903;3104;Петровск-Забайкальский;директор по работе с состоятельными клиентами;Бобров К.;2023-04;Забайкальский край;ДФО;4
2023-05-01;1903;3104;Петровск-Забайкальский;директор по работе с состоятельными клиентами;Бобров К.;2023-05;Забайкальский край;ДФО;5
2023-01-01;1904;3105;Балаково;старший кредитный аналитик;Корнеев Ю.;2023-01;Саратовская обл.;ПФО;1
2023-02-01;1904;3105;Балаково;старший кредитный аналитик;Корнеев Ю.;2023-02;Саратовская обл.;ПФО;2
2023-03-01;1904;3105;Балаково;старший кредитный аналитик;Корнеев Ю.;2023-03;Саратовская обл.;ПФО;3
2023-04-01;1904;3105;Балаково;старший кредитный аналитик;Корнеев Ю.;2023-04;Саратовская обл.;ПФО;4
2023-05-01;1904;3105;Балаково;старший кредитный аналитик;Корнеев Ю.;2023-05;Саратовская обл.;ПФО;5
2023-01-01;1905;3106;Харп;управляющий директор - начальник отдела;Корнеев О.;2023-01;Ямало-Ненецкий АО;УФО;1
2023-02-01;1905;3106;Харп;управляющий директор - начальник отдела;Корнеев О.;2023-02;Ямало-Ненецкий АО;УФО;2
2023-03-01;1905;3106;Харп;управляющий директор - начальник отдела;Корнеев О.;2023-03;Ямало-Ненецкий АО;УФО;3
2023-04-01;1905;3106;Харп;управляющий директор - начальник отдела;Корнеев О.;2023-04;Ямало-Ненецкий АО;УФО;4
2023-05-01;1905;3106;Харп;управляющий директор - начальник отдела;Корнеев О.;2023-05;Ямало-Ненецкий АО;УФО;5
2023-01-01;1906;3107;Бийск;старший кредитный аналитик;Корнеев З.;2023-01;Алтайский край;СФО;1
2023-02-01;1906;3107;Бийск;старший кредитный аналитик;Корнеев З.;2023-02;Алтайский край;СФО;2
2023-03-01;1906;3107;Бийск;старший кредитный аналитик;Корнеев З.;2023-03;Алтайский край;СФО;3
2023-04-01;1906;3107;Бийск;старший кредитный аналитик;Корнеев З.;2023-04;Алтайский край;СФО;4
2023-05-01;1906;3107;Бийск;старший кредитный аналитик;Корнеев З.;2023-05;Алтайский край;СФО;5
2023-01-01;1907;3108;Уяр;клиентский менеджер;Селезнев Я.;2023-01;Красноярский край;СФО;1
2023-02-01;1907;3108;Уяр;клиентский менеджер;Селезнев Я.;2023-02;Красноярский край;СФО;2
2023-03-01;1907;3108;Уяр;клиентский менеджер;Селезнев Я.;2023-03;Красноярский край;СФО;3
2023-04-01;1907;3108;Уяр;клиентский менеджер;Селезнев Я.;2023-04;Красноярский край;СФО;4
2023-05-01;1907;3108;Уяр;клиентский менеджер;Селезнев Я.;2023-05;Красноярский край;СФО;5
2023-01-01;1908;3109;Рубцовск;клиентский менеджер;Петров О.;2023-01;Алтайский край;СФО;1
2023-02-01;1908;3109;Рубцовск;клиентский менеджер;Петров О.;2023-02;Алтайский край;СФО;2
2023-03-01;1908;3109;Рубцовск;клиентский менеджер;Петров О.;2023-03;Алтайский край;СФО;3
2023-04-01;1908;3109;Рубцовск;клиентский менеджер;Петров О.;2023-04;Алтайский край;СФО;4
2023-05-01;1908;3109;Рубцовск;клиентский менеджер;Петров О.;2023-05;Алтайский край;СФО;5
2023-01-01;1909;3110;Валуйки;управляющий операционным офисом;Селезнев В.;2023-01;Белгородская обл.;ЦФО;1
2023-02-01;1909;3110;Валуйки;управляющий операционным офисом;Селезнев В.;2023-02;Белгородская обл.;ЦФО;2
2023-03-01;1909;3110;Валуйки;управляющий операционным офисом;Селезнев В.;2023-03;Белгородская обл.;ЦФО;3
2023-04-01;1909;3110;Валуйки;управляющий операционным офисом;Селезнев В.;2023-04;Белгородская обл.;ЦФО;4
2023-05-01;1909;3110;Валуйки;управляющий операционным офисом;Селезнев В.;2023-05;Белгородская обл.;ЦФО;5
2023-01-01;1910;3111;Губкин;эксперт;Сергеев Ж.;2023-01;Белгородская обл.;ЦФО;1
2023-02-01;1910;3111;Губкин;эксперт;Сергеев Ж.;2023-02;Белгородская обл.;ЦФО;2
2023-03-01;1910;3111;Губкин;эксперт;Сергеев Ж.;2023-03;Белгородская обл.;ЦФО;3
2023-04-01;1910;3111;Губкин;эксперт;Сергеев Ж.;2023-04;Белгородская обл.;ЦФО;4
2023-05-01;1910;3111;Губкин;эксперт;Сергеев Ж.;2023-05;Белгородская обл.;ЦФО;5
2023-01-01;1911;3112;Дубна;офис-менеджер;Корнеев И.;2023-01;Московская обл.;ЦФО;1
2023-02-01;1911;3112;Дубна;офис-менеджер;Корнеев И.;2023-02;Московская обл.;ЦФО;2
2023-03-01;1911;3112;Дубна;офис-менеджер;Корнеев И.;2023-03;Московская обл.;ЦФО;3
2023-04-01;1911;3112;Дубна;офис-менеджер;Корнеев И.;2023-04;Московская обл.;ЦФО;4
