Период;ID должности;Табельный номер;Город;Должность;ФИО
45047;1045;2246;Петрозаводск;главный менеджер по привлечению корпоративных клиентов;Сергеев Л.
45047;1046;2247;Салават;директор;Селезнев Т.
45047;1047;2248;Семенов;старший кассир;Селезнев Д.
45047;1048;2249;Выборг;главный клиентский менеджер розничного бизнеса;Петров Е.
45047;1049;2250;Балашов;менеджер;Петров Ю.
45047;1050;2251;Балахна;заместитель управляющего;Иванов В.
45047;1051;2252;Партизанск;директор по работе с крупными клиентами;Бобров И.
45047;1052;2253;Ноябрьск;главный менеджер по привлечению корпоративных клиентов;Селезнев П.
45047;1053;2254;Коломна;младший специалист;Корнеев Ж.
45047;1054;2255;Долгопрудный;главный менеджер;Селезнев А.
45047;1055;2256;Карасук;эксперт по работе с партнерами;Корнеев А.
45047;1056;2257;Находка;младший специалист;Корнеев Т.
45047;1057;2258;Бузулук;главный менеджер счета;Селезнев Б.
45047;1058;2259;Воркута;главный специалист;Сергеев Е.
45047;1059;2260;Нижний Тагил;управляющий директор - начальник отдела;Сергеев Н.
45047;1060;2261;Зеленодольск;управляющий операционным офисом;Селезнев О.
45047;1061;2262;Артемовский;офис-менеджер;Иванов П.
45047;1062;2263;Березники;директор;Корнеев С.
45047;1063;2264;Междуреченск;управляющий операционным офисом;Корнеев Б.
45047;1064;2265;Миасс;управляющий директор;Селезнев О.
45047;1065;2266;Тында;начальник отдела;Корнеев Я.
45047;1066;2267;Туймазы;главный клиентский менеджер розничного бизнеса;Корнеев П.
45047;1067;2268;Заводоуковск;главный менеджер по привлечению корпоративных клиентов;Бобров М.
45047;1068;2269;Городец;главный персональный менеджер;Сергеев Р.
45047;1069;2270;Дзержинск;управляющий операционным офисом;Сергеев Ж.
